,number,segment,en,de,es,fr,id,it,ja,ko,lt,lv,pl,ru,tr,th,vi
496,8415992,8|x|$|+|4|x|100|+|10|+|5|x|1000|+|9|x|100|+|90|+|2,"five million, four hundred and ninety thousand, eight hundred and eighteen",fünf Millionen vierhundertneunzigtausendachthundertachtzehn,cinco millones cuatrocientos noventa mil ochocientos dieciocho,cinq millions quatre cent quatre-vingt-dix mille huit cent dix-huit,lima juta empat ratus sembilan puluh ribu delapan ratus delapan belas,cinque milioni e quattrocentonovantamilaottocentodicotto,五百四十九万八百十八,오백사십구만 팔백십팔,penki milijonai keturi šimtai devyniasdešimt tūkstančių aštuoni šimtai aštuoniolika,pieci miljoni četri simti deviņdesmit tūkstoši astoņi simti astoņpadsmit,pięć milionów czterysta dziewięćdzisiąt tysięcy osiemset osiemnaście,пять миллионов четыреста девяносто тысяч восемьсот восемнадцать,beşmilyondörtyüzdoksanbinsekizyüzonsekiz,ห้าล้านสี่แสนเก้าหมื่นแปดร้อยสิบแปด,năm triệu bốn trăm chín mươi nghìn tám trăm mười tám
497,5241295,5|x|$|+|2|x|100|+|40|+|1|x|1000|+|2|x|100|+|90|+|5,"six million, five hundred and sixteen thousand and ninety-eight",sechs Millionen fünfhundertsechzehntausendachtundneunzig,seis millones quinientos dieciseis mil noventa y ocho,six millions cinq cent seize mille quatre-vingt-dix-huit,enam juta lima ratus enam belas ribu sembilan puluh delapan,sei milioni e cinquecentosedicimilanovantotto,六百五十一万六千九十八,육백오십일만 육천구십팔,šeši milijonai penki šimtai šešiolika tūkstančių devyniasdešimt aštuoni,seši miljoni pieci simti sešpadsmit tūkstoši deviņdesmit astoņi,sześć milionów pięćset szesnaście tysięcy dziewięćdzisiąt osiem,шесть миллионов пятьсот шестнадцать тысяч девяносто восемь,altımilyonbeşyüzonaltıbindoksansekiz,หกล้านห้าแสนหนึ่งหมื่นหกพันเก้าสิบแปด,sáu triệu năm trăm mười sáu nghìn lẻ chín mươi tám
498,7915334,7|x|$|+|9|x|100|+|10|+|5|x|1000|+|3|x|100|+|30|+|4,"three million, eight hundred and eighty thousand, one hundred and seventy-three",drei Millionen achthundertachtzigtausendeinhundertdreiundsiebzig,tres millones ochocientos ochenta mil ciento setenta y tres,trois millions huit cent quatre-vingt mille cent soixante-treize,tiga juta delapan ratus delapan puluh ribu seratus tujuh puluh tiga,tre milioni e ottocentottantamilacentosettantatre,三百八十八万百七十三,삼백팔십팔만 백칠십삼,trys milijonai aštuoni šimtai aštuoniasdešimt tūkstančių vienas šimtas septyniasdešimt trys,trīs miljoni astoņi simti astoņdesmit tūkstoši simts septiņdesmit trīs,trzy miliony osiemset osiemdziesiąt tysięcy sto siedemdziesiąt trzy,три миллиона восемьсот восемьдесят тысяч сто семьдесят три,üçmilyonsekizyüzseksenbinyüzyetmişüç,สามล้านแปดแสนแปดหมื่นหนึ่งร้อยเจ็ดสิบสาม,ba triệu tám trăm tám mươi nghìn một trăm bảy mươi ba
499,1576978,1|x|$|+|5|x|100|+|70|+|6|x|1000|+|9|x|100|+|70|+|8,"six million, five hundred and seven thousand, four hundred and fifteen",sechs Millionen fünfhundertsiebentausendvierhundertfünfzehn,seis millones quinientos siete mil cuatrocientos quince,six millions cinq cent sept mille quatre cent quinze,enam juta lima ratus tujuh ribu empat ratus lima belas,sei milioni e cinquecentosettemilaquattrocentoquindici,六百五十万七千四百十五,육백오십만 칠천사백십오,šeši milijonai penki šimtai septyni tūkstančiai keturi šimtai penkiolika,seši miljoni pieci simti septiņi tūkstoši četri simti piecpadsmit,sześć milionów pięćset siedem tysięcy czterysta piętnaście,шесть миллионов пятьсот семь тысяч четыреста пятнадцать,altımilyonbeşyüzyedibindörtyüzonbeş,หกล้านห้าแสนเจ็ดพันสี่ร้อยสิบห้า,sáu triệu năm trăm lẻ bảy nghìn bốn trăm mười lăm
500,3405906,3|x|$|+|4|x|100|+|0|+|5|x|1000|+|9|x|100|+|0|+|6,"two million, six hundred and sixty-one thousand, eight hundred and fifty-four",zwei Millionen sechshunderteinundsechzigtausendachthundertvierundfünfzig,dos millones seiscientos sesenta y uno mil ochocientos cincuenta y cuatro,deux millions six cent soixante et un mille huit cent cinquante-quatre,dua juta enam ratus enam puluh satu ribu delapan ratus lima puluh empat,due milioni e seicentosessantunomilaottocentocinquantaquattro,二百六十六万千八百五十四,이백육십육만 천팔백오십사,du milijonai šeši šimtai šešiasdešimt vienas tūkstantis aštuoni šimtai penkiasdešimt keturi,divi miljoni seši simti sešdesmit viens tūkstotis astoņi simti piecdesmit četri,dwa miliony sześćset sześćdziesiąt jeden tysięcy osiemset pięćdziesiąt cztery,два миллиона шестьсот шестьдесят одна тысяча восемьсот пятьдесят четыре,ikimilyonaltıyüzaltmışbirbinsekizyüzellidört,สองล้านหกแสนหกหมื่นหนึ่งพันแปดร้อยห้าสิบสี่,hai triệu sáu trăm sáu mươi mốt nghìn tám trăm năm mươi bốn
501,4760238,4|x|$|+|7|x|100|+|60|+|0|x|1000|+|2|x|100|+|30|+|8,"eight million, three hundred and thirty-seven thousand, two hundred and sixty-seven",acht Millionen dreihundertsiebenunddreißigtausendzweihundertsiebenundsechzig,ocho millones trescientos treinta y siete mil doscientos sesenta y siete,huit millions trois cent trente-sept mille deux cent soixante-sept,delapan juta tiga ratus tiga puluh tujuh ribu dua ratus enam puluh tujuh,otto milioni e trecentotrentasettemiladuecentosessantasette,八百三十三万七千二百六十七,팔백삼십삼만 칠천이백육십칠,aštuoni milijonai trys šimtai trisdešimt septyni tūkstančiai du šimtai šešiasdešimt septyni,astoņi miljoni trīs simti trīsdesmit septiņi tūkstoši divi simti sešdesmit septiņi,osiem milionów trzysta trzydzieści siedem tysięcy dwieście sześćdziesiąt siedem,восемь миллионов триста тридцать семь тысяч двести шестьдесят семь,sekizmilyonüçyüzotuzyedibinikiyüzaltmışyedi,แปดล้านสามแสนสามหมื่นเจ็ดพันสองร้อยหกสิบเจ็ด,tám triệu ba trăm ba mươi bảy nghìn hai trăm sáu mươi bảy
502,3029317,3|x|$|+|0|x|100|+|20|+|9|x|1000|+|3|x|100|+|10|+|7,"six million, three hundred and forty-three thousand and six",sechs Millionen dreihundertdreiundvierzigtausendsechs,seis millones trescientos cuarenta y tres mil seis,six millions trois cent quarante-trois mille six,enam juta tiga ratus empat puluh tiga ribu enam,sei milioni e trecentoquarantatremilasei,六百三十四万三千六,육백삼십사만 삼천육,šeši milijonai trys šimtai keturiasdešimt trys tūkstančiai šeši,seši miljoni trīs simti četrdesmit trīs tūkstoši seši,sześć milionów trzysta czterdzieści trzy tysiące sześć,шесть миллионов триста сорок три тысячи шесть,altımilyonüçyüzkırküçbinaltı,หกล้านสามแสนสี่หมื่นสามพันหก,sáu triệu ba trăm bốn mươi ba nghìn lẻ sáu
503,3455943,3|x|$|+|4|x|100|+|50|+|5|x|1000|+|9|x|100|+|40|+|3,"five million, eight hundred and eighty-six thousand, one hundred and thirty-six",fünf Millionen achthundertsechsundachtzigtausendeinhundertsechsunddreißig,cinco millones ochocientos ochenta y seis mil ciento treinta y seis,cinq millions huit cent quatre-vingt-six mille cent trente-six,lima juta delapan ratus delapan puluh enam ribu seratus tiga puluh enam,cinque milioni e ottocentottantaseimilacentotrentasei,五百八十八万六千百三十六,오백팔십팔만 육천백삼십육,penki milijonai aštuoni šimtai aštuoniasdešimt šeši tūkstančiai vienas šimtas trisdešimt šeši,pieci miljoni astoņi simti astoņdesmit seši tūkstoši simts trīsdesmit seši,pięć milionów osiemset osiemdziesiąt sześć tysięcy sto trzydzieści sześć,пять миллионов восемьсот восемьдесят шесть тысяч сто тридцать шесть,beşmilyonsekizyüzseksenaltıbinyüzotuzaltı,ห้าล้านแปดแสนแปดหมื่นหกพันหนึ่งร้อยสามสิบหก,năm triệu tám trăm tám mươi sáu nghìn một trăm ba mươi sáu
504,1680856,1|x|$|+|6|x|100|+|80|+|0|x|1000|+|8|x|100|+|50|+|6,"seven million, one hundred and sixty-three thousand, five hundred and thirty-four",sieben Millionen einhundertdreiundsechzigtausendfünfhundertvierunddreißig,siete millones ciento sesenta y tres mil quinientos treinta y cuatro,sept millions cent soixante-trois mille cinq cent trente-quatre,tujuh juta seratus enam puluh tiga ribu lima ratus tiga puluh empat,sette milioni e centosessantatremilacinquecentotrentaquattro,七百十六万三千五百三十四,칠백십육만 삼천오백삼십사,septyni milijonai vienas šimtas šešiasdešimt trys tūkstančiai penki šimtai trisdešimt keturi,septiņi miljoni simts sešdesmit trīs tūkstoši pieci simti trīsdesmit četri,siedem milionów sto sześćdziesiąt trzy tysiące pięćset trzydzieści cztery,семь миллионов сто шестьдесят три тысячи пятьсот тридцать четыре,yedimilyonyüzaltmışüçbinbeşyüzotuzdört,เจ็ดล้านหนึ่งแสนหกหมื่นสามพันห้าร้อยสามสิบสี่,bảy triệu một trăm sáu mươi ba nghìn năm trăm ba mươi bốn
505,1328836,1|x|$|+|3|x|100|+|20|+|8|x|1000|+|8|x|100|+|30|+|6,"eight million, nine hundred and fifty thousand, four hundred and eighty-seven",acht Millionen neunhundertfünfzigtausendvierhundertsiebenundachtzig,ocho millones novecientos cincuenta mil cuatrocientos ochenta y siete,huit millions neuf cent cinquante mille quatre cent quatre-vingt-sept,delapan juta sembilan ratus lima puluh ribu empat ratus delapan puluh tujuh,otto milioni e novecentocinquantamilaquattrocentottantasette,八百九十五万四百八十七,팔백구십오만 사백팔십칠,aštuoni milijonai devyni šimtai penkiasdešimt tūkstančių keturi šimtai aštuoniasdešimt septyni,astoņi miljoni deviņi simti piecdesmit tūkstoši četri simti astoņdesmit septiņi,osiem milionów dziewięćset pięćdziesiąt tysięcy czterysta osiemdziesiąt siedem,восемь миллионов девятьсот пятьдесят тысяч четыреста восемьдесят семь,sekizmilyondokuzyüzellibindörtyüzseksenyedi,แปดล้านเก้าแสนห้าหมื่นสี่ร้อยแปดสิบเจ็ด,tám triệu chín trăm năm mươi nghìn bốn trăm tám mươi bảy
506,1467048,1|x|$|+|4|x|100|+|60|+|7|x|1000|+|0|x|100|+|40|+|8,"eight million, nine hundred and seventy-five thousand and twenty-seven",acht Millionen neunhundertfünfundsiebzigtausendsiebenundzwanzig,ocho millones novecientos setenta y cinco mil veintisiete,huit millions neuf cent soixante-quinze mille vingt-sept,delapan juta sembilan ratus tujuh puluh lima ribu dua puluh tujuh,otto milioni e novecentosettantacinquemilaventisette,八百九十七万五千二十七,팔백구십칠만 오천이십칠,aštuoni milijonai devyni šimtai septyniasdešimt penki tūkstančiai dvidešimt septyni,astoņi miljoni deviņi simti septiņdesmit pieci tūkstoši divdesmit septiņi,osiem milionów dziewięćset siedemdziesiąt pięć tysięcy dwadzieścia siedem,восемь миллионов девятьсот семьдесят пять тысяч двадцать семь,sekizmilyondokuzyüzyetmişbeşbinyirmiyedi,แปดล้านเก้าแสนเจ็ดหมื่นห้าพันยี่สิบเจ็ด,tám triệu chín trăm bảy mươi lăm nghìn lẻ hai mươi bảy
507,2085168,2|x|$|+|0|x|100|+|80|+|5|x|1000|+|1|x|100|+|60|+|8,"nine million, eighty-four thousand, two hundred and nineteen",neun Millionen vierundachtzigtausendzweihundertneunzehn,nueve millones ochenta y cuatro mil doscientos diecinueve,neuf millions quatre-vingt-quatre mille deux cent dix-neuf,sembilan juta delapan puluh empat ribu dua ratus sembilan belas,nove milioni e ottantaquattromiladuecentodiciannove,九百八万四千二百十九,구백팔만 사천이백십구,devyni milijonai aštuoniasdešimt keturi tūkstančiai du šimtai devyniolika,deviņi miljoni astoņdesmit četri tūkstoši divi simti deviņpadsmit,dziewięć milionów osiemdziesiąt cztery tysiące dwieście dziewiętnaście,девять миллионов восемьдесят четыре тысячи двести девятнадцать,dokuzmilyonseksendörtbinikiyüzondokuz,เก้าล้านแปดหมื่นสี่พันสองร้อยสิบเก้า,chín triệu tám mươi bốn nghìn hai trăm mười chín
508,4463462,4|x|$|+|4|x|100|+|60|+|3|x|1000|+|4|x|100|+|60|+|2,"nine million, three hundred and fifty-eight thousand, five hundred and twenty-three",neun Millionen dreihundertachtundfünfzigtausendfünfhundertdreiundzwanzig,nueve millones trescientos cincuenta y ocho mil quinientos veintitrés,neuf millions trois cent cinquante-huit mille cinq cent vingt-trois,sembilan juta tiga ratus lima puluh delapan ribu lima ratus dua puluh tiga,nove milioni e trecentocinquantottomilacinquecentoventitre,九百三十五万八千五百二十三,구백삼십오만 팔천오백이십삼,devyni milijonai trys šimtai penkiasdešimt aštuoni tūkstančiai penki šimtai dvidešimt trys,deviņi miljoni trīs simti piecdesmit astoņi tūkstoši pieci simti divdesmit trīs,dziewięć milionów trzysta pięćdziesiąt osiem tysięcy pięćset dwadzieścia trzy,девять миллионов триста пятьдесят восемь тысяч пятьсот двадцать три,dokuzmilyonüçyüzellisekizbinbeşyüzyirmiüç,เก้าล้านสามแสนห้าหมื่นแปดพันห้าร้อยยี่สิบสาม,chín triệu ba trăm năm mươi tám nghìn năm trăm hai mươi ba
509,7024573,7|x|$|+|0|x|100|+|20|+|4|x|1000|+|5|x|100|+|70|+|3,"five million, four hundred and eighty-two thousand, two hundred and ninety-six",fünf Millionen vierhundertzweiundachtzigtausendzweihundertsechsundneunzig,cinco millones cuatrocientos ochenta y dos mil doscientos noventa y seis,cinq millions quatre cent quatre-vingt-deux mille deux cent quatre-vingt-seize,lima juta empat ratus delapan puluh dua ribu dua ratus sembilan puluh enam,cinque milioni e quattrocentottantaduemiladuecentonovantasei,五百四十八万二千二百九十六,오백사십팔만 이천이백구십육,penki milijonai keturi šimtai aštuoniasdešimt du tūkstančiai du šimtai devyniasdešimt šeši,pieci miljoni četri simti astoņdesmit divi tūkstoši divi simti deviņdesmit seši,pięć milionów czterysta osiemdziesiąt dwa tysiące dwieście dziewięćdzisiąt sześć,пять миллионов четыреста восемьдесят две тысячи двести девяносто шесть,beşmilyondörtyüzseksenikibinikiyüzdoksanaltı,ห้าล้านสี่แสนแปดหมื่นสองพันสองร้อยเก้าสิบหก,năm triệu bốn trăm tám mươi hai nghìn hai trăm chín mươi sáu
510,4283106,4|x|$|+|2|x|100|+|80|+|3|x|1000|+|1|x|100|+|0|+|6,"four million, forty-two thousand, two hundred and sixty-seven",vier Millionen zweiundvierzigtausendzweihundertsiebenundsechzig,cuatro millones cuarenta y dos mil doscientos sesenta y siete,quatre millions quarante-deux mille deux cent soixante-sept,empat juta empat puluh dua ribu dua ratus enam puluh tujuh,quattro milioni e quarantaduemiladuecentosessantasette,四百四万二千二百六十七,사백사만 이천이백육십칠,keturi milijonai keturiasdešimt du tūkstančiai du šimtai šešiasdešimt septyni,četri miljoni četrdesmit divi tūkstoši divi simti sešdesmit septiņi,cztery miliony czterdzieści dwa tysiące dwieście sześćdziesiąt siedem,четыре миллиона сорок две тысячи двести шестьдесят семь,dörtmilyonkırkikibinikiyüzaltmışyedi,สี่ล้านสี่หมื่นสองพันสองร้อยหกสิบเจ็ด,bốn triệu bốn mươi hai nghìn hai trăm sáu mươi bảy
511,9644470,9|x|$|+|6|x|100|+|40|+|4|x|1000|+|4|x|100|+|70|+|0,"six million, six hundred and ninety-seven thousand, four hundred and fifty-eight",sechs Millionen sechshundertsiebenundneunzigtausendvierhundertachtundfünfzig,seis millones seiscientos noventa y siete mil cuatrocientos cincuenta y ocho,six millions six cent quatre-vingt-dix-sept mille quatre cent cinquante-huit,enam juta enam ratus sembilan puluh tujuh ribu empat ratus lima puluh delapan,sei milioni e seicentonovantasettemilaquattrocentocinquantotto,六百六十九万七千四百五十八,육백육십구만 칠천사백오십팔,šeši milijonai šeši šimtai devyniasdešimt septyni tūkstančiai keturi šimtai penkiasdešimt aštuoni,seši miljoni seši simti deviņdesmit septiņi tūkstoši četri simti piecdesmit astoņi,sześć milionów sześćset dziewięćdzisiąt siedem tysięcy czterysta pięćdziesiąt osiem,шесть миллионов шестьсот девяносто семь тысяч четыреста пятьдесят восемь,altımilyonaltıyüzdoksanyedibindörtyüzellisekiz,หกล้านหกแสนเก้าหมื่นเจ็ดพันสี่ร้อยห้าสิบแปด,sáu triệu sáu trăm chín mươi bảy nghìn bốn trăm năm mươi tám
512,1838568,1|x|$|+|8|x|100|+|30|+|8|x|1000|+|5|x|100|+|60|+|8,"five million, two hundred and ninety-five thousand, nine hundred and eighteen",fünf Millionen zweihundertfünfundneunzigtausendneunhundertachtzehn,cinco millones doscientos noventa y cinco mil novecientos dieciocho,cinq millions deux cent quatre-vingt-quinze mille neuf cent dix-huit,lima juta dua ratus sembilan puluh lima ribu sembilan ratus delapan belas,cinque milioni e duecentonovantacinquemilanovecentodicotto,五百二十九万五千九百十八,오백이십구만 오천구백십팔,penki milijonai du šimtai devyniasdešimt penki tūkstančiai devyni šimtai aštuoniolika,pieci miljoni divi simti deviņdesmit pieci tūkstoši deviņi simti astoņpadsmit,pięć milionów dwieście dziewięćdzisiąt pięć tysięcy dziewięćset osiemnaście,пять миллионов двести девяносто пять тысяч девятьсот восемнадцать,beşmilyonikiyüzdoksanbeşbindokuzyüzonsekiz,ห้าล้านสองแสนเก้าหมื่นห้าพันเก้าร้อยสิบแปด,năm triệu hai trăm chín mươi lăm nghìn chín trăm mười tám
513,3102469,3|x|$|+|1|x|100|+|0|+|2|x|1000|+|4|x|100|+|60|+|9,"six million, three hundred and seventy-two thousand, one hundred and nine",sechs Millionen dreihundertzweiundsiebzigtausendeinhundertneun,seis millones trescientos setenta y dos mil ciento nueve,six millions trois cent soixante-douze mille cent neuf,enam juta tiga ratus tujuh puluh dua ribu seratus sembilan,sei milioni e trecentosettantaduemilacentonove,六百三十七万二千百九,육백삼십칠만 이천백구,šeši milijonai trys šimtai septyniasdešimt du tūkstančiai vienas šimtas devyni,seši miljoni trīs simti septiņdesmit divi tūkstoši simtu deviņi,sześć milionów trzysta siedemdziesiąt dwa tysiące sto dziewięć,шесть миллионов триста семьдесят две тысячи сто девять,altımilyonüçyüzyetmişikibinyüzdokuz,หกล้านสามแสนเจ็ดหมื่นสองพันหนึ่งร้อยเก้า,sáu triệu ba trăm bảy mươi hai nghìn một trăm lẻ chín
514,4251442,4|x|$|+|2|x|100|+|50|+|1|x|1000|+|4|x|100|+|40|+|2,"seven million, nine hundred and sixty-three thousand, nine hundred and ten",sieben Millionen neunhundertdreiundsechzigtausendneunhundertzehn,siete millones novecientos sesenta y tres mil novecientos diez,sept millions neuf cent soixante-trois mille neuf cent dix,tujuh juta sembilan ratus enam puluh tiga ribu sembilan ratus sepuluh,sette milioni e novecentosessantatremilanovecentodieci,七百九十六万三千九百十,칠백구십육만 삼천구백십,septyni milijonai devyni šimtai šešiasdešimt trys tūkstančiai devyni šimtai dešimt,septiņi miljoni deviņi simti sešdesmit trīs tūkstoši deviņi simti desmit,siedem milionów dziewięćset sześćdziesiąt trzy tysiące dziewięćset dziesięć,семь миллионов девятьсот шестьдесят три тысячи девятьсот десять,yedimilyondokuzyüzaltmışüçbindokuzyüzon,เจ็ดล้านเก้าแสนหกหมื่นสามพันเก้าร้อยสิบ,bảy triệu chín trăm sáu mươi ba nghìn chín trăm mười
515,9714103,9|x|$|+|7|x|100|+|10|+|4|x|1000|+|1|x|100|+|0|+|3,"seven million, four hundred and twenty-three thousand, six hundred and thirty-six",sieben Millionen vierhundertdreiundzwanzigtausendsechshundertsechsunddreißig,siete millones cuatrocientos veintitrés mil seiscientos treinta y seis,sept millions quatre cent vingt-trois mille six cent trente-six,tujuh juta empat ratus dua puluh tiga ribu enam ratus tiga puluh enam,sette milioni e quattrocentoventitremilaseicentotrentasei,七百四十二万三千六百三十六,칠백사십이만 삼천육백삼십육,septyni milijonai keturi šimtai dvidešimt trys tūkstančiai šeši šimtai trisdešimt šeši,septiņi miljoni četri simti divdesmit trīs tūkstoši seši simti trīsdesmit seši,siedem milionów czterysta dwadzieścia trzy tysiące sześćset trzydzieści sześć,семь миллионов четыреста двадцать три тысячи шестьсот тридцать шесть,yedimilyondörtyüzyirmiüçbinaltıyüzotuzaltı,เจ็ดล้านสี่แสนสองหมื่นสามพันหกร้อยสามสิบหก,bảy triệu bốn trăm hai mươi ba nghìn sáu trăm ba mươi sáu
516,8566316,8|x|$|+|5|x|100|+|60|+|6|x|1000|+|3|x|100|+|10|+|6,"five million, five hundred and forty-six thousand, eight hundred and thirty-one",fünf Millionen fünfhundertsechsundvierzigtausendachthunderteinunddreißig,cinco millones quinientos cuarenta y seis mil ochocientos treinta y uno,cinq millions cinq cent quarante-six mille huit cent trente et un,lima juta lima ratus empat puluh enam ribu delapan ratus tiga puluh satu,cinque milioni e cinquecentoquarantaseimilaottocentotrentuno,五百五十四万六千八百三十一,오백오십사만 육천팔백삼십일,penki milijonai penki šimtai keturiasdešimt šeši tūkstančiai aštuoni šimtai trisdešimt vienas,pieci miljoni pieci simti četrdesmit seši tūkstoši astoņi simti trīsdesmit viens,pięć milionów pięćset czterdzieści sześć tysięcy osiemset trzydzieści jeden,пять миллионов пятьсот сорок шесть тысяч восемьсот тридцать один,beşmilyonbeşyüzkırkaltıbinsekizyüzotuzbir,ห้าล้านห้าแสนสี่หมื่นหกพันแปดร้อยสามสิบเอ็ด,năm triệu năm trăm bốn mươi sáu nghìn tám trăm ba mươi mốt
517,1444895,1|x|$|+|4|x|100|+|40|+|4|x|1000|+|8|x|100|+|90|+|5,"eight million, three hundred and forty-three thousand, eight hundred and forty-one",acht Millionen dreihundertdreiundvierzigtausendachthunderteinundvierzig,ocho millones trescientos cuarenta y tres mil ochocientos cuarenta y uno,huit millions trois cent quarante-trois mille huit cent quarante et un,delapan juta tiga ratus empat puluh tiga ribu delapan ratus empat puluh satu,otto milioni e trecentoquarantatremilaottocentoquarantuno,八百三十四万三千八百四十一,팔백삼십사만 삼천팔백사십일,aštuoni milijonai trys šimtai keturiasdešimt trys tūkstančiai aštuoni šimtai keturiasdešimt vienas,astoņi miljoni trīs simti četrdesmit trīs tūkstoši astoņi simti četrdesmit viens,osiem milionów trzysta czterdzieści trzy tysiące osiemset czterdzieści jeden,восемь миллионов триста сорок три тысячи восемьсот сорок один,sekizmilyonüçyüzkırküçbinsekizyüzkırkbir,แปดล้านสามแสนสี่หมื่นสามพันแปดร้อยสี่สิบเอ็ด,tám triệu ba trăm bốn mươi ba nghìn tám trăm bốn mươi mốt
518,7709360,7|x|$|+|7|x|100|+|0|+|9|x|1000|+|3|x|100|+|60|+|0,"seven million, seven thousand and twenty-nine",sieben Millionen siebentausendneunundzwanzig,siete millones siete mil veintinueve,sept millions sept mille vingt-neuf,tujuh juta tujuh ribu dua puluh sembilan,sette milioni e settemilaventinove,七百万七千二十九,칠백만 칠천이십구,septyni milijonai septyni tūkstančiai dvidešimt devyni,septiņi miljoni septiņi tūkstoši divdesmit deviņi,siedem milionów siedem tysięcy dwadzieścia dziewięć,семь миллионов семь тысяч двадцать девять,yedimilyonyedibinyirmidokuz,เจ็ดล้านเจ็ดพันยี่สิบเก้า,bảy triệu bảy nghìn lẻ hai mươi chín
519,8878217,8|x|$|+|8|x|100|+|70|+|8|x|1000|+|2|x|100|+|10|+|7,"five million, three thousand, three hundred and five",fünf Millionen dreitausenddreihundertfünf,cinco millones tres mil trescientos cinco,cinq millions trois mille trois cent cinq,lima juta tiga ribu tiga ratus lima,cinque milioni e tremilatrecentocinque,五百万三千三百五,오백만 삼천삼백오,penki milijonai trys tūkstančiai trys šimtai penki,pieci miljoni trīs tūkstoši trīs simti pieci,pięć milionów trzy tysiące trzysta pięć,пять миллионов три тысячи триста пять,beşmilyonüçbinüçyüzbeş,ห้าล้านสามพันสามร้อยห้า,năm triệu ba nghìn ba trăm lẻ năm
520,3383369,3|x|$|+|3|x|100|+|80|+|3|x|1000|+|3|x|100|+|60|+|9,"one million, three hundred and fifty-six thousand, eight hundred and twenty-eight",eine Million dreihundertsechsundfünfzigtausendachthundertachtundzwanzig,un millón trescientos cincuenta y seis mil ochocientos veintiocho,un million trois cent cinquante-six mille huit cent vingt-huit,satu juta tiga ratus lima puluh enam ribu delapan ratus dua puluh delapan,un milione e trecentocinquantaseimilaottocentoventotto,百三十五万六千八百二十八,백삼십오만 육천팔백이십팔,vienas milijonas trys šimtai penkiasdešimt šeši tūkstančiai aštuoni šimtai dvidešimt aštuoni,miljons trīs simti piecdesmit seši tūkstoši astoņi simti divdesmit astoņi,milion trzysta pięćdziesiąt sześć tysięcy osiemset dwadzieścia osiem,один миллион триста пятьдесят шесть тысяч восемьсот двадцать восемь,birmilyonüçyüzellialtıbinsekizyüzyirmisekiz,หนึ่งล้านสามแสนห้าหมื่นหกพันแปดร้อยยี่สิบแปด,một triệu ba trăm năm mươi sáu nghìn tám trăm hai mươi tám
521,1848370,1|x|$|+|8|x|100|+|40|+|8|x|1000|+|3|x|100|+|70|+|0,"five million, nine hundred and eighty-one thousand, four hundred and eighty-nine",fünf Millionen neunhunderteinundachtzigtausendvierhundertneunundachtzig,cinco millones novecientos ochenta y uno mil cuatrocientos ochenta y nueve,cinq millions neuf cent quatre-vingt-un mille quatre cent quatre-vingt-neuf,lima juta sembilan ratus delapan puluh satu ribu empat ratus delapan puluh sembilan,cinque milioni e novecentottantunomilaquattrocentottantanove,五百九十八万千四百八十九,오백구십팔만 천사백팔십구,penki milijonai devyni šimtai aštuoniasdešimt vienas tūkstantis keturi šimtai aštuoniasdešimt devyni,pieci miljoni deviņi simti astoņdesmit viens tūkstotis četri simti astoņdesmit deviņi,pięć milionów dziewięćset osiemdziesiąt jeden tysięcy czterysta osiemdziesiąt dziewięć,пять миллионов девятьсот восемьдесят одна тысяча четыреста восемьдесят девять,beşmilyondokuzyüzseksenbirbindörtyüzseksendokuz,ห้าล้านเก้าแสนแปดหมื่นหนึ่งพันสี่ร้อยแปดสิบเก้า,năm triệu chín trăm tám mươi mốt nghìn bốn trăm tám mươi chín
522,8324659,8|x|$|+|3|x|100|+|20|+|4|x|1000|+|6|x|100|+|50|+|9,"seven million, four hundred and one thousand, eight hundred and forty-five",sieben Millionen vierhunderteinstausendachthundertfünfundvierzig,siete millones cuatrocientos uno mil ochocientos cuarenta y cinco,sept millions quatre cent un mille huit cent quarante-cinq,tujuh juta empat ratus satu ribu delapan ratus empat puluh lima,sette milioni e quattrocentounomilaottocentoquarantacinque,七百四十万千八百四十五,칠백사십만 천팔백사십오,septyni milijonai keturi šimtai vienas tūkstantis aštuoni šimtai keturiasdešimt penki,septiņi miljoni četri simti viens tūkstotis astoņi simti četrdesmit pieci,siedem milionów czterysta jeden tysięcy osiemset czterdzieści pięć,семь миллионов четыреста одна тысяча восемьсот сорок пять,yedimilyondörtyüzbirbinsekizyüzkırkbeş,เจ็ดล้านสี่แสนหนึ่งพันแปดร้อยสี่สิบห้า,bảy triệu bốn trăm lẻ một nghìn tám trăm bốn mươi lăm
523,1769863,1|x|$|+|7|x|100|+|60|+|9|x|1000|+|8|x|100|+|60|+|3,"three million, three hundred and seventy-six thousand, nine hundred and eighteen",drei Millionen dreihundertsechsundsiebzigtausendneunhundertachtzehn,tres millones trescientos setenta y seis mil novecientos dieciocho,trois millions trois cent soixante-seize mille neuf cent dix-huit,tiga juta tiga ratus tujuh puluh enam ribu sembilan ratus delapan belas,tre milioni e trecentosettantaseimilanovecentodicotto,三百三十七万六千九百十八,삼백삼십칠만 육천구백십팔,trys milijonai trys šimtai septyniasdešimt šeši tūkstančiai devyni šimtai aštuoniolika,trīs miljoni trīs simti septiņdesmit seši tūkstoši deviņi simti astoņpadsmit,trzy miliony trzysta siedemdziesiąt sześć tysięcy dziewięćset osiemnaście,три миллиона триста семьдесят шесть тысяч девятьсот восемнадцать,üçmilyonüçyüzyetmişaltıbindokuzyüzonsekiz,สามล้านสามแสนเจ็ดหมื่นหกพันเก้าร้อยสิบแปด,ba triệu ba trăm bảy mươi sáu nghìn chín trăm mười tám
